GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97
0500000US30077,30077,"Powell County, Montana",6950,44,231,34,818,45,130,58,401,65,420,28,389,20,483,124,506,109,605,44,653,29,518,70,566,69,368,83,371,76,491,15,5620,274,98,61,749,64,112,53,239,68,200,58,272,47,297,103,404,91,535,57,563,58,440,68,543,71,341,80,344,73,483,17,341,164,24,35,57,43,2,3,61,53,66,44,41,34,36,47,30,39,1,2,0,14,14,19,2,3,0,14,0,14,7,8,836,236,103,94,6,11,10,15,75,36,110,50,48,33,144,78,70,45,67,35,81,64,60,52,21,22,14,16,27,39,0,14,153,72,6,9,6,8,6,8,26,23,44,35,28,27,6,7,2,5,2,5,9,15,4,5,0,14,13,17,0,14,1,3,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30079,30079,"Prairie County, Montana",1268,104,40,31,193,51,22,16,66,30,40,24,44,25,47,27,84,23,42,25,63,25,174,41,101,35,104,29,90,38,158,39,1191,113,23,20,183,52,22,16,60,26,31,25,34,21,34,21,84,23,42,25,62,25,169,41,96,35,104,29,90,38,157,39,11,17,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,9,5,8,0,10,0,10,1,4,60,55,17,23,10,13,0,10,0,10,9,14,10,14,13,18,0,10,0,10,1,5,0,10,0,10,0,10,0,10,0,10,5,9,0,10,0,10,0,10,5,9,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,3,0,10,0,10,0,10,1,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30081,30081,"Ravalli County, Montana",40289,114,1655,155,6518,134,856,68,1705,95,1826,230,2031,99,2137,244,2191,240,2841,116,3097,66,3085,309,3861,309,3073,214,1975,226,3438,40,33677,919,1286,167,4995,379,649,125,1168,185,1047,184,1595,157,1727,233,1807,224,2455,201,2730,117,2792,318,3516,304,2896,243,1829,209,3185,120,3397,665,156,100,915,286,164,96,327,153,301,134,279,109,242,121,297,147,74,50,181,99,120,94,131,70,55,77,85,73,70,40,1686,468,113,102,287,190,2,5,186,103,392,232,90,69,94,62,35,42,118,60,119,71,60,90,72,66,50,57,40,51,28,36,1414,457,91,64,311,188,41,47,24,16,64,66,67,45,74,81,52,54,169,121,67,46,102,71,131,74,67,53,21,31,133,115,115,70,9,10,10,17,0,21,0,21,22,37,0,21,0,21,0,21,25,42,0,21,11,17,11,12,5,8,0,21,22,24
0500000US30083,30083,"Richland County, Montana",10529,50,556,62,1767,53,257,40,593,12,702,61,690,47,728,125,571,157,731,67,914,46,945,99,594,102,560,63,271,65,650,14,8644,344,393,84,1546,99,201,55,353,97,445,80,455,101,663,115,402,108,646,86,767,70,914,104,528,95,483,80,271,65,577,63,730,212,73,49,110,66,2,3,48,58,67,38,148,99,6,7,41,39,33,29,98,58,31,33,14,17,14,15,0,16,45,51,347,166,25,27,31,35,0,16,60,58,36,35,21,26,23,27,65,89,16,25,37,51,0,16,9,15,24,37,0,16,0,16,797,362,65,78,69,57,54,42,132,69,154,70,66,62,36,40,63,60,36,43,12,14,0,16,43,52,39,50,0,16,28,39,11,20,0,16,11,20,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30085,30085,"Roosevelt County, Montana",10654,56,835,56,2393,21,375,37,750,44,751,48,625,38,686,81,479,83,584,52,736,5,647,77,627,77,370,43,192,37,604,21,9745,200,676,83,2189,78,374,36,637,51,616,71,574,54,595,80,453,85,563,54,686,32,634,77,622,77,355,40,187,36,584,26,579,165,128,63,123,64,0,16,53,37,81,48,36,31,61,43,13,13,9,12,25,28,13,9,5,8,9,12,5,5,18,17,114,52,17,18,32,31,0,16,20,27,13,17,2,3,13,13,0,16,2,4,12,14,0,16,0,16,1,3,0,16,2,4,216,106,14,16,49,33,1,3,40,23,41,32,13,13,17,14,13,10,10,12,13,11,0,16,0,16,5,7,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30087,30087,"Rosebud County, Montana",9230,38,675,37,1945,*****,248,38,504,34,538,21,472,4,516,78,553,74,562,4,699,14,757,68,593,65,454,53,255,59,459,15,8426,171,598,54,1790,60,240,39,426,47,366,55,417,27,471,73,507,74,499,38,652,33,723,68,589,65,443,52,248,56,457,15,349,100,29,20,104,44,0,14,35,29,29,22,24,19,25,19,9,12,49,32,22,23,10,10,0,14,11,11,0,14,2,4,326,125,48,36,16,16,8,13,31,21,104,51,24,27,10,15,37,23,14,21,20,23,14,15,0,14,0,14,0,14,0,14,107,55,0,14,20,21,0,14,12,12,39,32,7,9,10,15,0,14,0,14,5,9,10,13,4,7,0,14,0,14,0,14,22,24,0,14,15,23,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,10,0,14
0500000US30089,30089,"Sanders County, Montana",11232,53,345,54,1708,20,270,28,404,44,408,17,463,26,533,89,512,98,650,27,906,20,1256,130,1057,116,928,131,789,127,1003,20,10212,274,322,57,1477,130,146,37,256,86,333,50,410,37,510,89,433,82,566,49,877,37,1217,131,1019,118,902,129,749,128,995,22,515,215,18,17,111,96,38,27,94,81,36,26,36,25,21,31,12,15,58,38,19,27,27,24,3,6,10,13,27,32,5,7,141,55,0,16,27,21,37,31,2,3,3,4,16,18,0,16,12,14,0,16,10,11,4,4,23,22,3,6,4,6,0,16,352,189,5,8,93,83,37,30,52,45,36,34,1,4,2,3,55,58,26,31,0,16,8,12,12,13,13,15,9,13,3,5,12,26,0,16,0,16,12,26,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
0500000US30091,30091,"Sheridan County, Montana",3488,154,146,49,581,61,73,25,117,45,172,42,186,36,192,41,147,41,207,30,291,40,322,43,277,39,227,51,138,34,412,56,3122,144,131,49,545,62,48,18,43,27,141,41,167,41,172,43,135,40,194,28,273,38,303,43,257,40,203,51,132,34,378,54,164,70,7,13,29,22,3,6,9,12,17,22,12,12,5,7,9,12,0,10,0,10,17,19,12,19,18,18,4,5,22,18,62,32,4,6,3,6,11,10,25,20,3,5,4,4,0,10,3,4,0,10,0,10,2,2,1,3,6,9,0,10,0,10,117,56,2,3,4,6,11,22,36,29,11,15,3,4,14,12,0,10,13,10,14,13,0,10,7,10,0,10,2,3,0,10,23,23,2,3,0,10,0,10,4,8,0,10,0,10,1,3,0,10,0,10,4,6,0,10,0,10,0,10,0,10,12,19
0500000US30093,30093,"Silver Bow County, Montana",34116,106,1543,143,5236,119,1099,106,2953,115,1841,72,1981,100,1932,214,1849,192,2221,82,2748,126,2703,253,2343,240,1643,171,1450,177,2574,21,27717,821,1062,171,4255,277,621,127,1890,245,1178,164,1425,195,1618,203,1584,205,1818,180,2388,124,2508,271,2104,232,1481,173,1397,174,2388,76,3537,665,193,106,528,217,199,92,781,205,292,103,291,133,120,74,167,101,235,116,260,128,166,77,95,64,48,37,30,27,132,63,1699,435,161,121,242,149,179,88,198,106,294,139,110,82,105,66,62,65,89,65,75,59,8,8,32,29,94,73,23,25,27,20,1005,385,127,99,183,123,61,44,75,63,77,67,139,95,83,73,36,36,79,59,25,26,21,26,87,75,4,5,0,21,8,9,158,85,0,21,28,24,39,48,9,12,0,21,16,22,6,11,0,21,0,21,0,21,0,21,25,39,16,27,0,21,19,30
0500000US30095,30095,"Stillwater County, Montana",9159,31,387,31,1523,26,196,22,340,23,377,45,472,51,495,84,505,88,596,12,834,60,884,90,861,98,553,63,489,65,647,14,8258,196,326,47,1367,64,193,24,208,51,311,40,381,69,461,89,468,83,558,28,768,78,843,87,828,93,535,63,465,67,546,46,398,129,29,23,91,49,3,5,69,40,21,24,26,23,19,18,21,16,11,11,19,21,13,13,13,19,18,24,4,6,41,33,310,109,22,18,32,25,0,14,43,35,45,42,1,4,10,10,3,6,23,21,43,45,8,9,18,28,0,14,11,11,51,32,189,82,10,15,33,28,0,14,20,26,0,14,60,42,5,5,13,15,4,7,4,6,20,18,2,3,0,14,9,11,9,12,4,6,0,14,0,14,0,14,0,14,0,14,4,6,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30097,30097,"Sweet Grass County, Montana",3576,25,171,44,719,77,70,24,89,41,164,44,175,51,230,63,184,47,220,41,281,56,316,54,252,52,183,45,192,60,330,64,3386,95,163,46,661,77,69,24,74,38,140,46,147,51,210,63,173,47,220,41,272,58,310,53,252,52,183,45,192,60,320,63,60,53,2,5,23,28,0,10,0,10,4,5,15,16,1,2,11,12,0,10,0,10,2,5,0,10,0,10,0,10,2,3,79,43,6,8,14,13,1,2,15,14,6,6,13,11,11,10,0,10,0,10,9,10,4,6,0,10,0,10,0,10,0,10,48,44,0,10,18,39,0,10,0,10,14,8,0,10,8,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,8,9,3,5,0,10,3,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30099,30099,"Teton County, Montana",5976,28,253,26,1078,37,198,41,213,42,270,9,302,18,319,54,310,63,386,22,474,23,494,47,379,47,357,50,331,50,612,6,5335,136,188,31,986,58,140,39,121,55,229,25,222,60,288,49,254,54,343,23,460,26,470,51,367,48,357,50,317,49,593,16,250,96,43,22,36,26,2,3,42,38,19,23,41,32,9,13,12,12,10,21,2,4,2,3,2,4,0,14,12,15,18,14,237,85,16,10,32,18,14,25,13,13,22,15,39,33,21,24,22,23,26,22,12,12,14,14,3,4,0,14,2,4,1,2,126,89,6,9,24,31,42,61,10,20,0,14,0,14,0,14,22,25,7,11,0,14,8,13,7,10,0,14,0,14,0,14,28,48,0,14,0,14,0,14,27,49,0,14,0,14,1,2,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30101,30101,"Toole County, Montana",5183,18,207,18,797,57,105,66,386,65,292,69,327,31,371,70,254,59,376,47,477,39,450,61,372,69,252,50,130,50,387,21,4033,228,153,42,613,94,95,67,237,61,120,50,200,59,289,70,175,59,352,35,368,84,417,65,357,66,210,52,109,46,338,35,303,127,9,11,34,31,0,14,46,51,20,28,41,37,15,16,22,23,0,14,17,16,3,3,0,14,42,49,11,12,43,31,562,188,23,27,104,77,1,3,46,37,134,46,26,32,63,41,32,26,22,25,85,72,19,24,1,2,0,14,0,14,6,9,285,109,22,29,46,48,9,17,57,57,18,31,60,44,4,10,25,31,2,3,7,8,11,17,14,22,0,14,10,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30103,30103,"Treasure County, Montana",757,79,19,12,96,28,35,28,23,15,28,15,21,13,38,18,41,20,50,18,63,26,73,21,78,23,45,16,28,9,119,29,674,72,11,8,79,25,23,23,12,13,22,15,21,13,34,18,35,19,50,18,63,26,67,20,78,23,45,16,28,9,106,27,32,26,6,8,6,6,0,10,0,10,4,5,0,10,4,6,6,7,0,10,0,10,6,7,0,10,0,10,0,10,0,10,25,20,0,10,5,5,12,19,8,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,26,21,2,2,6,6,0,10,3,4,2,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,13,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30105,30105,"Valley County, Montana",7435,53,309,55,1310,35,155,43,331,42,341,23,368,24,461,82,344,89,447,17,592,17,548,101,622,93,479,64,325,68,803,24,6799,204,256,61,1119,91,139,44,256,59,287,41,327,42,417,93,310,84,424,23,545,50,540,100,615,93,468,68,301,66,795,30,312,132,28,26,71,53,11,15,32,30,34,33,30,33,1,2,31,27,6,8,45,47,4,5,6,8,0,14,5,8,8,14,139,58,25,26,29,18,2,3,7,7,11,10,11,10,2,2,3,5,14,14,2,3,3,5,0,14,11,13,19,21,0,14,153,138,0,14,63,73,0,14,35,33,9,15,0,14,41,57,0,14,3,4,0,14,1,2,1,2,0,14,0,14,0,14,32,30,0,14,28,27,3,8,1,2,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
0500000US30107,30107,"Wheatland County, Montana",2097,15,93,34,257,69,90,23,90,52,108,43,96,40,120,51,87,31,98,45,127,53,242,77,111,35,148,42,159,40,271,72,1877,145,76,33,225,68,66,27,78,52,85,41,78,39,99,49,74,28,96,45,99,35,242,77,107,35,135,40,146,44,271,72,149,141,14,19,29,40,21,25,1,3,12,18,15,21,14,21,13,20,0,10,26,55,0,10,4,5,0,10,0,10,0,10,44,41,3,7,3,7,2,3,6,7,0,10,2,4,1,3,0,10,1,3,0,10,0,10,0,10,13,18,13,19,0,10,27,24,0,10,0,10,1,3,5,8,11,21,1,2,6,7,0,10,1,4,2,3,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30109,30109,"Wibaux County, Montana",978,104,22,13,183,47,15,23,36,43,56,30,31,22,15,12,67,21,73,31,79,26,39,19,120,34,50,24,46,16,146,39,859,99,11,9,151,43,0,10,0,10,40,28,31,22,15,12,67,21,73,31,73,26,39,19,120,34,50,24,46,16,143,39,57,48,7,10,22,20,15,23,0,10,7,10,0,10,0,10,0,10,0,10,6,10,0,10,0,10,0,10,0,10,0,10,2,4,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2,4,60,49,4,5,10,14,0,10,36,43,9,12,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
0500000US30111,30111,"Yellowstone County, Montana",150265,227,8464,261,25737,141,3540,175,9517,161,10634,115,10262,123,9190,536,9222,564,9896,160,11228,86,10658,471,9574,449,6903,338,4985,327,10455,82,125072,1806,6545,427,21898,711,2226,354,5153,428,7222,442,8257,359,7687,545,7808,556,8725,243,10349,197,9638,491,8935,471,6433,362,4676,296,9520,214,14909,1396,1285,300,2436,490,417,98,2593,388,2356,369,1168,256,871,213,651,201,714,207,461,137,569,208,352,148,228,96,254,111,554,177,5078,911,251,135,710,326,575,335,917,340,382,148,387,140,300,107,492,289,193,85,186,81,211,103,103,82,124,106,25,26,222,96,4748,674,383,186,667,226,291,121,673,207,653,193,416,168,289,125,237,99,247,103,217,106,221,98,162,96,115,77,30,30,147,77,458,204,0,23,26,29,31,38,181,156,21,21,34,40,43,50,34,45,17,28,15,24,19,28,22,27,3,5,0,23,12,16
